Age,Income,Credit_Score,Experience_Years,Employment_Years,Existing_Loans,Loan_Amount,Debt_to_Income_Ratio,Loan_Approved
30,165960,666,6,6,1,1471678,0.739,1
48,69960,610,16,15,1,1011723,1.205,1
31,86578,621,4,4,2,650572,0.626,1
53,102349,620,20,17,1,1416215,1.153,0
21,167596,746,0,0,1,1374812,0.684,1
33,60184,597,10,10,1,800311,1.108,0
57,135879,707,25,19,1,1572733,0.965,1
40,66371,760,20,17,2,736932,0.925,1
21,71897,511,0,0,0,1642088,1.903,0
23,70991,734,3,3,2,403254,0.473,1
38,189124,834,17,17,4,1566098,0.69,1
61,215564,696,37,0,2,2276600,0.88,1
34,226385,751,13,13,1,569370,0.21,1
51,217958,720,29,12,1,2145036,0.82,1
47,43425,655,18,17,3,2036372,3.908,0
37,165136,648,4,2,3,2582160,1.303,0
49,178138,721,18,7,1,2170908,1.016,1
56,217012,631,24,10,2,2215369,0.851,1
57,120391,639,35,7,2,2365044,1.637,1
46,56780,725,20,18,0,808538,1.187,1
37,211443,620,11,11,0,1119616,0.441,1
42,78768,729,10,1,2,1289094,1.364,0
45,56462,641,19,5,3,2385246,3.52,0
22,199283,640,2,1,2,2820253,1.179,1
42,85512,682,10,10,0,429990,0.419,0
25,79911,716,4,4,2,909048,0.948,1
24,30725,666,0,0,2,744974,2.021,0
56,27790,787,23,8,1,348525,1.045,1
26,185637,604,6,6,1,1141583,0.512,0
41,67838,850,12,12,1,419529,0.515,1
33,52322,755,0,0,2,1577935,2.513,1
57,84465,698,33,19,2,2741929,2.705,0
45,24934,724,16,1,4,1191312,3.982,0
46,65213,553,16,11,1,1252647,1.601,0
59,44073,578,38,10,0,2797804,5.29,0
40,173221,660,19,19,4,1827230,0.879,1
53,148498,663,33,6,2,224234,0.126,0
34,142931,816,12,12,3,932930,0.544,1
56,51888,709,35,5,0,99650,0.16,1
37,217114,750,3,3,3,650292,0.25,1
41,123555,678,20,18,0,1531465,1.033,1
36,177473,624,6,6,1,2239592,1.052,1
36,29391,721,14,2,2,1047893,2.971,0
40,84228,690,17,17,1,1876865,1.857,1
49,137919,709,15,15,3,2357092,1.424,1
48,189918,662,27,13,1,2395893,1.051,0
28,97320,586,6,0,4,1482965,1.27,0
44,68808,842,21,12,1,2015012,2.44,0
23,164704,629,0,0,0,2330170,1.179,0
45,223717,671,24,17,4,1736979,0.647,0
39,112625,718,9,5,1,2719864,2.012,0
53,83952,546,30,19,1,2846025,2.825,0
22,176232,783,1,1,1,1265025,0.598,1
35,72797,614,14,6,1,2741209,3.138,0
42,45757,746,11,11,0,2658537,4.842,0
30,96129,575,0,0,1,2950918,2.558,0
38,98917,730,16,16,1,2904716,2.447,1
42,36770,537,19,18,0,541029,1.226,0
47,165045,776,26,13,1,1682674,0.85,1
33,36179,707,0,0,2,423578,0.976,1
53,157335,698,24,6,0,599258,0.317,1
25,167292,746,0,0,1,2958947,1.474,1
46,135875,609,13,13,2,812903,0.499,0
33,47951,630,3,3,2,2800263,4.867,0
47,131126,592,14,6,3,510698,0.325,0
34,135577,599,7,7,0,2267972,1.394,0
44,82625,707,13,7,2,2625003,2.648,0
23,101637,671,0,0,1,678805,0.557,0
50,127753,562,21,3,0,2468863,1.61,0
55,219556,680,30,8,1,878920,0.334,1
34,51530,705,9,9,0,1908951,3.087,1
32,129524,728,11,7,1,1355548,0.872,1
48,72625,781,24,7,2,2212970,2.539,1
64,152026,629,34,10,1,2668452,1.463,0
49,70367,733,17,7,0,482135,0.571,1
63,105526,674,30,13,2,2116896,1.672,1
37,163613,705,6,6,1,2281779,1.162,1
60,169803,801,38,16,2,468865,0.23,1
41,40976,601,18,8,2,2915570,5.929,0
43,92590,778,22,13,2,2958855,2.663,1
40,243451,767,6,1,4,2589501,0.886,1
31,98554,643,0,0,0,981603,0.83,1
54,112448,733,26,4,1,1173038,0.869,0
30,25115,670,1,0,2,1993146,6.613,0
30,202218,564,9,9,4,2971002,1.224,0
63,223136,632,30,5,2,758247,0.283,1
26,203073,661,0,0,2,2861855,1.174,0
56,99999,725,35,18,1,786837,0.656,1
44,69968,583,14,9,2,256564,0.306,0
32,217926,643,12,6,2,2734557,1.046,0
63,24685,619,40,7,1,752518,2.54,0
43,78095,672,19,4,3,663551,0.708,0
47,69108,819,22,5,1,1251114,1.509,0
65,137190,505,42,5,1,52367,0.032,0
57,37994,678,37,20,2,1264836,2.774,1
26,134580,718,0,0,0,2731026,1.691,1
21,242855,687,0,0,2,712719,0.245,1
26,23787,800,0,0,3,574320,2.012,0
42,156141,716,14,14,1,2723350,1.453,0
61,28713,698,29,13,2,2631334,7.637,1
44,202919,596,24,5,0,1351727,0.555,1
45,174510,766,11,11,1,1752879,0.837,1
35,28968,604,14,11,0,785275,2.259,1
46,181969,703,26,6,2,836185,0.383,0
28,199500,586,7,7,1,2754568,1.151,0
44,150166,812,19,6,2,2183179,1.212,1
58,70591,688,30,20,0,763846,0.902,1
26,51878,770,5,5,0,1691156,2.717,1
55,117164,742,26,7,0,1462397,1.04,1
62,189554,690,40,4,1,410416,0.18,0
21,95405,738,0,0,0,2745925,2.398,1
56,92140,678,33,2,0,1010808,0.914,0
32,141806,490,0,0,2,2453074,1.442,0
58,40385,601,33,18,1,456476,0.942,0
31,160761,738,10,3,3,339184,0.176,1
32,154114,625,11,11,2,1235350,0.668,0
62,239518,667,28,11,1,2089509,0.727,1
59,44620,720,29,8,0,1196703,2.235,0
27,35935,689,0,0,1,1518067,3.52,0
31,175703,574,6,6,3,818467,0.388,0
56,132492,578,29,6,2,680476,0.428,0
51,156843,698,21,16,2,2582894,1.372,1
53,242807,763,31,14,0,1553356,0.533,1
33,116512,813,2,2,0,2937858,2.101,1
38,122632,827,13,12,1,1057974,0.719,1
61,101700,723,28,2,1,2072242,1.698,1
44,239389,756,11,11,2,118642,0.041,1
29,94372,725,2,2,2,2099835,1.854,1
51,162817,611,30,2,1,715895,0.366,1
61,149354,603,35,0,3,2291141,1.278,0
30,115620,689,6,6,2,1844911,1.33,1
22,109807,762,0,0,2,1163953,0.883,0
58,117791,623,32,2,1,2149228,1.521,0
35,142795,676,12,12,2,1591508,0.929,1
23,73525,738,0,0,2,534715,0.606,1
63,126662,674,37,15,0,2559033,1.684,1
51,237420,683,22,8,2,1144268,0.402,1
26,60928,770,5,5,2,2204195,3.015,0
23,207170,850,0,0,3,2144572,0.863,1
31,66291,587,4,4,2,2643926,3.324,0
35,28620,673,6,0,2,2973004,8.657,0
65,179910,832,39,14,4,1987038,0.92,1
48,34919,688,17,3,2,258445,0.617,1
30,239055,623,3,3,1,1740161,0.607,1
58,45302,724,31,20,2,2384839,4.387,1
27,140545,673,0,0,2,495309,0.294,1
35,35287,583,14,14,2,2262141,5.342,0
38,74795,649,14,13,2,1191904,1.328,0
38,112033,738,17,16,2,2072539,1.542,0
61,207906,625,33,6,2,985991,0.395,1
44,91874,715,13,10,2,771625,0.7,0
22,161013,850,0,0,1,1295720,0.671,1
60,137211,595,37,2,4,1066150,0.648,0
40,244585,663,8,8,2,2710222,0.923,1
54,21653,715,32,10,3,246348,0.948,0
63,214333,705,40,4,3,1652872,0.643,0
46,75008,717,25,17,3,139915,0.155,0
27,143209,669,0,0,1,71442,0.042,0
58,36523,725,24,11,1,2682769,6.121,0
50,66363,650,29,11,0,1925031,2.417,0
62,140783,640,28,12,1,2899820,1.716,0
25,75761,666,3,3,1,2650004,2.915,1
31,35580,784,0,0,1,1360561,3.187,1
21,120692,661,0,0,1,2236231,1.544,1
54,155941,798,34,2,3,501605,0.268,1
21,48558,568,0,0,1,1832871,3.146,0
39,24405,767,11,11,2,1099262,3.754,0
22,178414,770,0,0,0,274762,0.128,1
41,122000,673,9,3,4,2229423,1.523,0
40,132791,828,18,6,2,359378,0.226,1
43,129496,679,14,1,0,1455261,0.936,1
41,246811,728,9,9,1,2004555,0.677,1
44,72505,604,16,13,2,1396300,1.605,1
24,50511,698,2,2,4,2051915,3.385,0
32,123645,616,8,3,3,707496,0.477,1
42,45780,508,17,11,2,2243051,4.083,0
40,65140,772,16,16,1,2878962,3.683,1
38,57964,702,5,3,0,1804612,2.594,0
21,160427,772,0,0,0,2715907,1.411,1
50,141440,686,26,14,0,258038,0.152,1
53,76008,554,29,0,4,1610107,1.765,0
44,18137,711,16,14,3,1756512,8.071,0
34,158385,705,0,0,2,1048703,0.552,1
56,201822,642,35,0,1,2405166,0.993,1
25,164333,663,1,1,2,1154172,0.585,0
31,93980,716,0,0,3,1000021,0.887,1
44,181556,657,12,7,0,389740,0.179,1
51,249610,700,20,4,1,2846929,0.95,0
33,153408,687,4,4,3,1871498,1.017,0
36,152710,671,16,16,3,328486,0.179,1
44,99348,653,14,11,0,2527963,2.12,1
33,197853,551,8,8,3,1066088,0.449,0
44,126745,610,14,7,3,1122133,0.738,0
46,181182,659,16,14,1,909263,0.418,1
22,72241,557,0,0,0,1023874,1.181,0
36,196142,606,6,6,3,1131168,0.481,0
58,45831,721,37,17,0,1140119,2.073,1
21,228930,632,0,0,0,1033341,0.376,1
31,33676,728,11,11,2,329935,0.816,0
55,218452,743,24,11,5,1379381,0.526,1
63,209237,549,36,19,3,2462066,0.981,1
49,246236,830,19,19,1,2392083,0.81,1
57,156485,661,27,17,1,1308903,0.697,1
37,28663,575,10,10,4,1126797,3.276,0
59,139274,753,33,14,4,2885594,1.727,0
62,237916,685,33,7,0,2964248,1.038,1
48,23933,499,27,16,1,2264606,7.885,0
49,152383,623,19,5,2,2789531,1.526,0
63,42804,633,40,20,1,2598379,5.059,0
23,124623,758,0,0,3,2717202,1.817,0
30,67300,642,0,0,1,64190,0.079,1
62,58263,641,37,10,0,300734,0.43,0
34,238961,712,3,3,2,531933,0.186,0
32,50052,656,11,11,2,343090,0.571,1
62,97838,655,38,10,0,100314,0.085,0
50,23150,775,19,19,0,1371330,4.936,1
52,77219,700,20,20,2,1243172,1.342,1
52,44850,628,28,7,2,1877281,3.488,0
62,32017,789,37,19,0,2399180,6.245,0
52,25679,806,29,8,3,223437,0.725,0
46,172455,731,12,12,3,1207556,0.584,1
21,44954,733,0,0,2,573425,1.063,1
62,93203,743,30,8,1,2120544,1.896,0
22,22505,671,0,0,4,395073,1.463,0
37,27725,778,11,11,2,2679731,8.054,0
50,227901,656,28,10,2,61363,0.022,1
59,148387,659,26,4,2,1270183,0.713,0
27,118451,584,1,1,4,2542447,1.789,0
47,52150,600,16,4,4,2082320,3.327,0
29,102297,642,0,0,1,861039,0.701,0
42,114738,649,12,12,1,2899225,2.106,1
54,152335,659,26,12,1,1511436,0.827,1
21,191891,832,0,0,2,530160,0.23,1
29,182976,658,0,0,4,1634005,0.744,0
40,209891,694,12,12,1,2822354,1.121,0
39,85965,548,19,7,1,1809053,1.754,1
56,197926,622,34,1,1,489614,0.206,0
60,153210,592,31,9,2,903148,0.491,1
65,145364,765,34,20,0,1237939,0.71,1
24,195500,705,0,0,2,1047439,0.446,1
29,234811,631,0,0,1,352857,0.125,1
61,225836,766,29,18,5,1464710,0.54,1
42,34493,726,11,11,5,54738,0.132,1
38,158191,784,15,15,3,1957909,1.031,1
32,166309,701,10,10,1,2437719,1.221,1
62,77180,826,35,16,2,1281398,1.384,1
63,103749,554,32,6,0,2107710,1.693,0
59,231355,699,32,0,1,2596934,0.935,1
29,63126,706,4,4,0,79171,0.105,1
26,248368,609,6,6,2,980591,0.329,0
39,40421,710,19,18,3,1771965,3.653,0
27,123000,622,0,0,2,2592028,1.756,0
36,226697,586,14,14,1,1581396,0.581,1
25,64266,802,0,0,1,779218,1.01,1
36,30827,680,16,14,5,999760,2.703,0
21,111396,629,0,0,0,2491157,1.864,0
57,66694,646,37,20,2,1730140,2.162,1
59,42099,561,38,19,1,2928172,5.796,0
39,181779,818,7,1,2,2213719,1.015,1
57,99322,585,30,7,1,219315,0.184,0
37,146773,668,4,3,1,209935,0.119,1
46,46370,696,17,12,1,1413260,2.54,1
42,174978,675,15,1,2,1387768,0.661,0
28,150985,572,0,0,0,2604846,1.438,0
53,163460,812,32,16,2,1175694,0.599,1
22,103642,564,0,0,1,1749490,1.407,1
50,147713,657,27,7,0,1027672,0.58,1
40,237693,654,6,1,1,235282,0.082,1
38,32417,755,9,9,1,443842,1.141,1
63,162557,648,41,7,1,419726,0.215,1
30,19868,691,0,0,3,2244632,9.415,0
44,225154,810,10,10,3,1772245,0.656,1
24,110938,662,0,0,3,1561116,1.173,0
57,28034,628,34,20,2,2778930,8.261,0
24,21098,761,4,4,1,1012305,3.998,1
33,192640,664,2,2,2,2224066,0.962,1
45,90975,840,25,18,2,1577486,1.445,1
33,88961,594,12,12,1,2832132,2.653,0
38,88542,482,18,3,0,1297256,1.221,0
44,158725,659,23,7,1,1548212,0.813,0
22,110429,734,1,1,3,710179,0.536,0
53,211998,685,33,2,6,703763,0.277,1
39,27725,682,15,8,2,2939538,8.835,0
29,69921,772,4,3,3,2656819,3.166,1
48,193307,601,15,6,1,1746738,0.753,0
55,108905,645,26,17,1,281799,0.216,0
59,54391,720,29,7,2,2452830,3.758,0
30,85829,677,0,0,3,306650,0.298,1
21,60513,752,0,0,1,1542319,2.124,0
62,186857,674,39,6,2,2915771,1.3,1
41,149573,805,15,0,3,1560485,0.869,1
29,78525,673,0,0,1,562010,0.596,0
35,182753,761,5,5,1,2606939,1.189,1
55,110175,650,24,15,1,1190590,0.901,1
25,242612,728,5,5,1,1471599,0.505,1
61,204516,669,40,15,0,422742,0.172,1
42,127511,657,9,4,2,498458,0.326,0
61,235587,754,31,14,0,2665151,0.943,1
43,233670,704,15,8,0,2056690,0.733,1
27,148770,653,1,1,1,1636050,0.916,0
43,61996,665,14,12,1,582458,0.783,1
64,208941,735,40,17,0,1943000,0.775,1
45,120274,671,20,17,1,1803646,1.25,1
47,62295,542,20,12,2,401426,0.537,0
61,93003,629,40,6,0,602360,0.54,1
26,220338,625,3,3,4,2619946,0.991,0
54,158889,808,29,8,1,2114484,1.109,1
29,179223,628,2,2,1,2073632,0.964,1
53,226145,707,28,10,0,2822488,1.04,1
26,193127,618,1,1,0,2937207,1.267,0
57,103060,674,26,2,2,960653,0.777,1
51,212969,758,23,1,2,1054365,0.413,1
54,99737,739,22,8,2,727664,0.608,1
61,214618,768,41,18,2,285656,0.111,1
49,173907,656,20,3,0,2575025,1.234,1
34,209497,710,11,9,3,340200,0.135,0
56,119961,571,29,5,0,157657,0.11,0
56,53723,719,24,0,2,504304,0.782,1
35,140500,599,4,2,1,1104559,0.655,0
28,20794,641,0,0,1,2891283,11.587,0
46,62122,594,26,7,2,2802822,3.76,0
56,41776,745,27,0,1,1712439,3.416,1
41,86063,780,21,11,1,932983,0.903,1
48,91750,534,15,13,3,1044801,0.949,0
24,62215,616,0,0,2,1023408,1.371,0
36,238375,646,12,6,3,1700311,0.594,1
42,69757,421,10,10,2,2039812,2.437,0
32,146381,745,6,6,2,2421041,1.378,0
36,206765,650,4,4,0,422220,0.17,1
60,63641,549,31,9,1,360781,0.472,0
58,218704,690,33,0,1,62542,0.024,0
62,50396,540,29,12,1,1362895,2.254,0
57,147979,640,33,14,2,1280076,0.721,1
49,37235,761,17,2,5,2819351,6.31,0
38,51853,617,10,10,2,1045841,1.681,0
30,214158,724,0,0,0,523980,0.204,1
62,196498,740,40,16,2,2580325,1.094,1
59,155963,849,27,8,1,2137764,1.142,1
38,79455,720,17,13,2,1617161,1.696,0
21,49181,698,0,0,1,2775817,4.703,0
59,215031,649,35,18,2,2360991,0.915,1
41,197957,591,12,8,0,345916,0.146,1
21,234300,583,0,0,0,960941,0.342,0
35,240511,674,5,5,2,2205619,0.764,0
24,156350,692,0,0,3,2808356,1.497,0
40,130301,723,13,13,5,755899,0.483,0
30,143444,718,10,8,0,1130957,0.657,1
43,20456,570,15,5,1,2015618,8.211,0
61,36101,659,31,5,3,146540,0.338,1
54,157740,634,26,5,1,872565,0.461,0
53,48544,713,33,3,0,442604,0.76,1
54,77336,674,26,10,2,75900,0.082,0
59,85153,621,30,17,1,727610,0.712,1
30,166939,628,0,0,2,957329,0.478,0
40,235516,616,12,9,1,1720021,0.609,1
21,208576,504,0,0,1,529064,0.211,0
33,134902,806,10,10,0,2613060,1.614,1
21,117995,705,0,0,1,206934,0.146,1
25,185677,603,3,1,1,323050,0.145,0
36,66692,754,4,4,0,1381052,1.726,1
35,85381,709,8,8,0,1714121,1.673,0
48,190127,678,25,18,0,1678709,0.736,1
51,110647,632,20,8,3,1742126,1.312,0
43,114054,622,19,6,2,118949,0.087,0
65,161296,797,42,8,3,1514257,0.782,1
63,125723,711,43,4,3,746741,0.495,1
37,218469,710,17,11,3,2067774,0.789,1
54,204162,607,20,12,0,816637,0.333,0
33,144407,635,0,0,1,839037,0.484,0
34,157403,692,3,0,1,892368,0.472,1
31,56074,786,2,2,2,1059826,1.575,1
48,81575,770,21,3,2,834042,0.852,1
62,114870,736,42,12,1,2355012,1.708,1
52,244792,696,28,19,0,161971,0.055,1
55,76715,760,23,9,2,2489599,2.704,1
51,147163,805,19,11,1,2637234,1.493,1
37,217518,750,13,5,0,2465970,0.945,1
29,224053,741,8,4,3,730663,0.272,0
30,166453,699,4,0,4,2315568,1.159,1
28,223147,664,3,3,2,725456,0.271,0
41,227864,648,7,0,2,2822645,1.032,1
33,98469,778,9,0,3,2483246,2.102,0
25,43862,678,0,0,2,2243897,4.263,1
26,124819,610,5,2,3,620543,0.414,1
50,110828,695,24,18,0,1866963,1.404,1
51,214478,710,27,17,1,1720964,0.669,1
37,76748,665,9,8,1,2684690,2.915,0
31,227908,618,4,4,1,1953849,0.714,1
40,187079,761,17,12,3,677325,0.302,1
29,188284,756,6,6,2,663683,0.294,1
22,48089,540,0,0,3,587978,1.019,0
57,110009,705,31,8,2,2877875,2.18,1
21,122404,716,0,0,1,2218471,1.51,1
24,47315,765,0,0,0,2395155,4.218,0
56,180583,577,28,5,3,61137,0.028,0
45,72356,641,25,14,3,1810437,2.085,0
23,210081,758,0,0,2,129128,0.051,1
29,236521,716,4,4,2,225927,0.08,0
42,111111,696,14,5,1,1169095,0.877,1
43,227735,849,18,0,2,1981719,0.725,1
32,45670,811,11,11,1,2969806,5.419,0
30,98136,627,2,2,2,2056181,1.746,0
54,180840,709,20,4,2,898730,0.414,1
63,44851,620,43,18,3,1707996,3.173,0
30,237782,717,0,0,0,2942102,1.031,1
50,54192,787,23,12,3,627685,0.965,1
42,219402,664,20,19,4,1610083,0.612,1
26,83466,699,0,0,1,1585683,1.583,0
22,69678,531,0,0,2,1982684,2.371,0
50,130445,689,22,17,4,2697353,1.723,0
22,92128,663,0,0,0,1245813,1.127,0
52,160498,703,19,6,0,872112,0.453,1
62,126373,641,38,18,0,2705878,1.784,1
36,149385,612,2,2,2,1782000,0.994,0
32,106604,769,9,6,1,881768,0.689,1
21,91150,602,0,0,1,936684,0.856,0
28,113031,603,7,7,2,685342,0.505,1
33,116930,694,10,10,2,2139745,1.525,0
35,108942,850,7,7,1,878428,0.672,1
64,105249,697,44,8,0,1988835,1.575,1
28,28569,633,0,0,1,2946133,8.594,0
30,76638,632,0,0,3,242370,0.264,0
25,63175,716,1,1,0,2721014,3.589,1
39,65416,732,5,3,0,941853,1.2,1
58,191702,632,37,8,0,1075904,0.468,1
31,67253,529,0,0,1,2083611,2.582,0
63,130845,655,39,4,1,199028,0.127,1
40,41769,799,7,4,3,2080057,4.15,1
40,158625,634,20,6,0,960170,0.504,1
41,59733,668,17,14,2,121793,0.17,1
38,108092,560,18,15,2,1319365,1.017,0
30,20858,699,1,1,0,709205,2.833,0
54,227880,632,25,13,1,1300933,0.476,0
46,62728,675,13,13,0,1205231,1.601,0
50,123512,629,28,9,1,1735435,1.171,0
29,162971,564,0,0,1,811497,0.415,0
51,203394,658,27,17,2,257537,0.106,1
62,169100,824,41,3,1,1976915,0.974,1
24,51885,772,0,0,1,2630145,4.224,0
26,247394,699,0,0,2,1718070,0.579,1
34,206280,631,8,2,1,460597,0.186,1
24,230500,658,0,0,0,1822382,0.659,1
46,226802,757,22,8,0,2760413,1.014,1
59,168086,680,31,18,1,345951,0.172,1
37,180869,657,14,6,1,921244,0.424,1
39,176569,654,11,1,2,213769,0.101,1
26,58786,677,0,0,3,2960148,4.196,0
49,217653,850,29,20,2,1999470,0.766,1
31,97385,620,6,6,1,1244250,1.065,1
36,129272,669,16,16,0,416589,0.269,1
50,243233,697,16,13,3,198888,0.068,1
45,233435,765,20,4,1,2487106,0.888,1
60,213588,850,26,20,3,1512708,0.59,1
31,83412,763,0,0,2,992007,0.991,1
27,29429,609,0,0,4,2436714,6.9,0
46,45909,731,14,3,1,2341828,4.251,0
42,80720,757,12,3,1,1835856,1.895,1
45,211098,659,15,1,1,2885496,1.139,1
39,176845,613,18,12,2,383669,0.181,0
51,62623,710,17,7,2,2485892,3.308,0
46,180137,711,12,12,0,2986672,1.382,1
62,232438,698,31,10,3,120984,0.043,1
61,86656,559,36,14,4,1310927,1.261,0
56,24225,711,25,12,2,879788,3.026,0
43,164468,768,21,11,1,2867333,1.453,1
33,85417,727,12,3,0,409762,0.4,1
45,195376,635,22,1,1,2379900,1.015,1
22,211792,711,0,0,1,70573,0.028,1
22,150388,759,0,0,1,1320868,0.732,1
36,132901,686,10,10,0,2621440,1.644,1
29,183138,680,3,3,1,1242394,0.565,1
48,212046,679,22,20,3,317458,0.125,1
33,35868,709,10,10,0,1699216,3.948,0
55,21236,624,23,9,3,73376,0.288,0
61,145601,769,40,2,0,1780051,1.019,1
33,186503,717,7,6,2,1558848,0.697,0
51,179498,736,21,12,2,2106786,0.978,1
41,18802,654,16,11,3,892569,3.956,0
52,72216,725,19,11,0,139971,0.162,1
54,67235,732,20,1,2,1235372,1.531,1
28,138089,750,1,1,2,525639,0.317,1
61,225021,659,29,14,2,1849960,0.685,1
22,196132,631,0,0,2,2709087,1.151,0
58,174127,630,36,19,0,1478274,0.707,1
52,176861,666,22,9,1,845782,0.399,1
60,142316,720,29,9,1,2456343,1.438,0
48,72457,691,19,5,3,2177113,2.504,0
57,237294,738,27,4,1,1285951,0.452,1
61,183648,713,38,12,3,106956,0.049,1
21,105702,685,0,0,2,1362800,1.074,0
61,161930,783,39,4,0,1744242,0.898,1
30,137203,621,8,7,1,1606435,0.976,0
24,159912,743,3,3,1,2205843,1.15,1
55,19489,777,34,16,0,2208984,9.445,0
30,24970,651,5,5,1,162303,0.542,1
31,228049,773,3,3,4,236046,0.086,0
34,222377,716,12,12,3,337270,0.126,1
58,101937,575,36,20,0,1701860,1.391,0
32,109513,698,6,6,0,680889,0.518,1
65,30555,733,42,18,1,1414632,3.858,0
37,205119,753,4,4,3,2562008,1.041,1
36,125273,850,13,13,2,1883546,1.253,1
55,80172,701,22,19,1,2048273,2.129,1
22,28871,689,0,0,3,2664048,7.69,0
31,119121,662,0,0,1,2831740,1.981,0
61,144627,741,29,11,0,779414,0.449,1
23,206265,770,0,0,1,709419,0.287,0
49,91338,648,27,4,2,425507,0.388,0
38,213248,676,14,14,1,520411,0.203,1
40,23923,774,15,11,1,762664,2.657,1
34,81701,734,1,1,1,1571351,1.603,0
54,86485,585,27,6,2,2092591,2.016,0
51,195634,548,18,9,1,631535,0.269,0
60,130123,715,31,20,1,399801,0.256,1
62,224440,601,38,14,1,2512601,0.933,0
38,160436,717,8,7,3,601526,0.312,1
50,153774,783,25,12,0,294711,0.16,1
45,45752,746,18,8,1,1462616,2.664,1
39,218428,706,17,16,0,426884,0.163,1
28,210129,698,5,5,1,50017,0.02,1
48,230706,723,28,16,0,2053780,0.742,1
28,72939,714,0,0,1,2499710,2.856,1
51,61142,755,29,0,1,1942994,2.648,1
23,63844,631,0,0,1,339081,0.443,0
23,125453,632,0,0,3,506114,0.336,0
64,190651,681,31,18,0,95826,0.042,1
42,163624,630,19,4,1,2181898,1.111,1
37,103457,659,8,8,4,980942,0.79,0
56,242680,611,29,14,1,360131,0.124,0
37,227132,728,15,12,0,2253234,0.827,1
34,132474,617,10,2,2,76629,0.048,0
29,65692,660,8,8,0,1114590,1.414,0
50,131543,644,21,9,1,884507,0.56,1
41,37828,698,16,14,3,2452718,5.403,0
32,85054,790,4,4,0,1562924,1.531,1
57,168157,657,23,7,2,1673599,0.829,1
52,185376,604,18,8,0,793306,0.357,1
31,57500,668,0,0,2,1004736,1.456,0
40,249946,742,18,7,3,210849,0.07,1
55,179801,804,21,18,4,1169411,0.542,1
31,82976,594,2,1,3,1510483,1.517,0
28,118331,637,0,0,2,1694297,1.193,0
24,105350,719,0,0,4,401811,0.318,1
47,98385,609,15,6,1,2277933,1.929,0
64,205904,685,39,2,2,1653365,0.669,1
60,88190,598,33,16,3,1648134,1.557,0
58,152234,681,24,17,1,1467070,0.803,0
50,181410,722,28,15,0,1843987,0.847,1
64,241505,779,42,10,2,1899675,0.655,1
47,142194,585,14,12,2,203216,0.119,0
41,50120,735,12,10,2,2976037,4.948,0
40,204056,787,19,16,0,1702556,0.695,1
24,152205,727,0,0,2,1542480,0.845,1
31,204904,704,6,6,3,2507337,1.02,0
33,201509,670,1,1,2,687041,0.284,0
29,186908,568,0,0,1,2891999,1.289,0
24,134330,582,1,1,3,2796173,1.735,0
32,75500,741,2,2,0,1884170,2.08,0
29,54722,663,1,1,1,2791081,4.25,0
33,43045,748,10,10,3,2079923,4.027,0
46,177311,564,21,17,2,296444,0.139,1
58,76874,744,30,13,0,2808617,3.045,1
62,211223,625,42,11,4,1015940,0.401,1
33,145691,692,7,7,2,1457612,0.834,0
59,198084,666,31,2,1,2697731,1.135,0
48,70929,774,28,1,1,1228199,1.443,1
39,183188,734,12,8,3,1274942,0.58,1
44,52509,564,10,9,1,1444584,2.293,0
39,96031,590,7,2,1,770289,0.668,0
33,24898,834,8,8,1,444691,1.488,1
33,51889,717,12,12,1,1839326,2.954,1
48,248121,700,16,5,3,571280,0.192,1
22,66137,636,0,0,1,1006998,1.269,0
30,220439,658,0,0,1,2945473,1.113,1
42,66747,750,12,12,5,2982197,3.723,1
33,138600,702,0,0,2,2218904,1.334,0
29,19138,668,5,5,2,706633,3.077,1
53,164970,538,25,6,3,2834446,1.432,0
34,151564,702,4,4,1,966841,0.532,1
40,121945,653,13,13,1,113346,0.077,1
35,230518,586,1,1,2,1575531,0.57,1
52,136150,623,29,15,4,701748,0.43,0
53,188766,696,30,15,2,1947788,0.86,0
37,230337,803,3,3,2,2328508,0.842,1
44,188636,529,19,9,1,218098,0.096,1
50,50098,708,21,11,0,2287192,3.805,0
33,129553,696,6,4,2,2914946,1.875,1
36,44727,798,13,5,2,101977,0.19,1
22,33882,823,0,0,3,2604589,6.406,0
37,62436,677,8,2,3,1209429,1.614,0
52,145949,691,24,13,2,648401,0.37,1
63,50406,689,36,18,1,305240,0.505,1
28,233595,464,3,3,1,2604443,0.929,0
23,124432,695,0,0,2,1850483,1.239,1
32,102549,816,7,7,0,1327659,1.079,1
40,205299,556,10,10,2,515087,0.209,0
36,100365,786,3,3,1,2678434,2.224,1
34,185664,692,12,12,1,412801,0.185,1
36,230177,633,7,7,2,810713,0.294,0
63,147264,567,33,12,2,340029,0.192,0
53,43769,751,26,16,1,298451,0.568,1
50,37812,790,28,18,0,2937627,6.474,0
32,102932,791,6,6,1,1628293,1.318,1
35,99331,781,7,7,1,2279734,1.913,1
38,135632,619,14,2,1,1171274,0.72,0
48,192493,614,15,15,2,1013318,0.439,1
43,137936,695,11,8,0,1663496,1.005,1
34,241663,759,11,2,0,1061641,0.366,1
50,245725,674,17,10,4,1942079,0.659,0
53,55595,639,23,14,2,2409122,3.611,0
65,106990,710,44,3,0,2437779,1.899,0
35,225549,595,4,4,2,1983939,0.733,0
27,198310,636,3,3,1,1223265,0.514,0
35,172857,712,14,3,2,570239,0.275,0
62,49646,806,30,15,2,1809569,3.037,1
