Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Loan_Amount,Employment_Type,Education,Loan_Approved
39,40151,665,2,6,49.35,845028,Business,Bachelor,0
24,89083,595,6,4,9.1,236377,Salaried,Bachelor,0
46,42743,619,28,0,51.53,334434,Salaried,PhD,0
58,67778,769,16,2,18.95,419404,Self-Employed,Master,1
62,238236,745,4,0,26.67,513329,Business,High School,1
52,215894,632,25,6,52.54,215435,Salaried,Master,1
59,40990,650,19,5,59.96,530692,Salaried,Master,1
65,108996,846,4,2,28.45,953324,Salaried,High School,1
56,221864,616,29,1,6.78,899196,Self-Employed,Master,1
60,172433,732,26,6,33.95,786128,Contract,Bachelor,1
57,48546,795,3,4,9.33,722804,Salaried,Master,1
53,240275,697,9,6,29.58,555018,Salaried,Bachelor,1
56,221857,710,10,4,54.91,523999,Salaried,High School,1
23,42969,552,5,1,15.81,290134,Contract,Bachelor,1
29,110389,649,11,1,28.71,720633,Salaried,Master,1
28,106525,693,10,5,43.13,963247,Self-Employed,High School,1
53,203508,788,24,0,62.22,795808,Business,Master,1
26,40964,638,8,0,49.09,236353,Salaried,Bachelor,0
61,146773,691,10,6,69.99,362542,Salaried,Bachelor,0
59,92416,773,23,3,68.52,407612,Salaried,Bachelor,0
24,151984,760,6,1,63.28,967207,Self-Employed,PhD,1
33,64729,710,15,1,10.12,377243,Salaried,Bachelor,1
22,100057,634,4,1,68.14,355686,Contract,Bachelor,0
25,60340,720,1,6,46.36,268227,Self-Employed,High School,1
64,121708,691,9,4,23.93,942313,Salaried,Master,1
47,205406,589,13,1,17.56,565229,Salaried,Master,1
52,61150,664,4,1,27.49,909041,Salaried,High School,1
41,220103,721,5,3,27.61,720286,Salaried,Bachelor,1
28,121450,793,6,5,48.1,20326,Salaried,High School,1
58,76001,622,22,3,64.92,309553,Salaried,Bachelor,0
28,89860,744,8,2,34.31,919329,Contract,High School,1
23,192379,635,3,6,11.03,29030,Self-Employed,Master,0
64,244885,675,16,6,53.47,656880,Self-Employed,Master,1
23,237550,649,5,3,46.8,253973,Business,Bachelor,1
42,85453,825,1,6,38.11,740594,Salaried,Master,1
26,37559,728,0,6,19.94,716722,Self-Employed,Master,1
22,82149,740,4,1,66.78,773480,Business,Master,1
43,145919,627,25,3,44.34,600101,Self-Employed,Master,1
64,158216,719,12,0,43.5,943834,Business,Bachelor,0
22,167890,590,4,4,9.34,703012,Salaried,Bachelor,1
58,27778,489,22,5,38.54,6444,Salaried,Bachelor,0
37,214679,646,19,0,63.43,733393,Business,Bachelor,1
55,34589,781,13,0,8.57,584783,Self-Employed,Bachelor,1
54,140012,649,22,4,38.64,268076,Salaried,High School,1
43,86523,729,25,3,8.78,331515,Salaried,Bachelor,1
50,59273,850,11,6,37.54,963069,Salaried,Bachelor,1
28,173475,673,10,6,9.17,206246,Business,Bachelor,1
42,95641,812,24,6,28.23,764542,Salaried,Master,1
64,113437,521,21,6,47.26,171773,Salaried,Bachelor,0
56,186848,636,5,3,36.05,178215,Business,Bachelor,1
25,102205,717,4,4,6.91,774362,Salaried,High School,1
33,56807,669,1,6,56.44,790663,Salaried,Master,0
49,218183,721,9,6,19.57,793664,Salaried,High School,1
51,142234,606,26,4,40.15,567727,Salaried,High School,0
36,146477,834,18,5,18.13,764479,Business,Master,1
62,245835,795,15,0,57.05,856806,Salaried,Bachelor,1
50,33019,731,7,5,43.0,392335,Salaried,Bachelor,0
36,65729,604,15,1,31.01,36611,Salaried,Bachelor,1
32,219299,681,10,3,5.23,990717,Self-Employed,Bachelor,1
37,115447,759,3,6,52.35,719190,Self-Employed,Bachelor,1
36,21434,636,18,3,23.32,353354,Business,High School,1
32,180041,794,14,6,39.09,7674,Salaried,Master,1
28,39594,710,5,0,25.9,631493,Business,Bachelor,1
40,31125,668,18,2,36.97,396700,Salaried,Bachelor,1
23,205961,752,5,0,17.42,364343,Salaried,Master,1
36,142655,619,18,0,47.55,965218,Salaried,Bachelor,1
50,238234,657,19,1,59.91,676542,Self-Employed,PhD,0
65,236369,638,11,2,22.65,923468,Salaried,Bachelor,1
43,135252,559,13,1,58.99,830132,Salaried,Bachelor,0
48,165042,523,30,6,50.46,376090,Salaried,High School,1
60,221760,613,9,5,9.13,563056,Contract,Master,1
25,127085,625,0,3,68.42,148345,Salaried,Bachelor,0
40,186780,729,8,0,28.93,773089,Salaried,Master,0
60,227692,652,22,0,20.62,604055,Self-Employed,High School,1
64,208869,727,4,5,59.92,756820,Self-Employed,Bachelor,0
21,228506,558,1,6,25.93,674219,Self-Employed,Master,1
50,108658,705,20,0,43.54,220383,Salaried,Bachelor,1
41,35926,570,1,1,42.35,441741,Salaried,Master,0
40,39976,643,8,1,58.55,621207,Salaried,Master,1
26,30429,751,8,5,28.63,86808,Self-Employed,Bachelor,1
42,109405,654,1,1,40.68,293167,Business,Bachelor,0
38,127378,600,20,3,14.19,992587,Business,Bachelor,0
28,77903,773,2,5,30.73,629651,Business,Master,1
59,214296,747,25,2,20.87,663441,Salaried,High School,1
52,176227,789,10,5,30.32,592813,Salaried,Master,1
53,142671,586,30,1,47.87,728079,Self-Employed,High School,0
36,62394,546,8,6,12.96,99074,Salaried,Bachelor,0
32,203154,793,14,5,64.74,588658,Business,Master,1
58,101206,582,0,0,50.25,379573,Salaried,Bachelor,0
54,104294,679,12,6,62.25,732768,Business,Bachelor,1
34,166867,671,14,4,35.65,466540,Salaried,Bachelor,0
56,127832,630,21,2,38.65,5994,Self-Employed,PhD,0
53,188289,587,11,6,44.64,807701,Contract,Master,0
43,111126,652,5,5,28.1,378684,Self-Employed,High School,1
65,184535,749,16,0,57.43,470133,Business,High School,1
22,245801,637,4,4,36.45,156806,Business,Master,1
61,133344,587,12,1,15.47,391731,Salaried,Bachelor,0
41,125841,686,3,4,31.54,453716,Salaried,Master,1
22,31207,528,4,0,50.19,380250,Business,Bachelor,0
47,65311,702,23,2,47.35,68238,Salaried,Bachelor,1
29,156236,725,11,6,47.9,550570,Self-Employed,Master,1
21,52045,645,3,2,49.91,296965,Contract,High School,1
31,179462,740,13,6,6.11,181160,Business,Master,1
23,171633,674,5,5,34.08,339732,Self-Employed,Bachelor,1
43,144129,659,5,4,57.47,552663,Salaried,PhD,1
46,231071,602,17,0,37.39,135510,Salaried,Bachelor,1
24,125842,751,6,4,37.29,903246,Salaried,Master,0
38,184683,644,4,6,16.52,111851,Salaried,PhD,1
26,117469,660,8,3,18.99,750545,Salaried,Bachelor,1
55,52323,730,5,5,33.25,624849,Self-Employed,High School,1
42,233667,616,11,4,5.36,975686,Business,Bachelor,1
63,134850,623,1,4,6.02,656548,Business,Bachelor,1
35,221666,681,8,2,18.04,788166,Salaried,Bachelor,0
42,100600,559,20,3,32.81,218332,Self-Employed,Master,0
57,171669,708,4,1,67.95,463371,Business,Master,0
62,83321,677,14,5,57.96,637490,Salaried,High School,0
32,34436,554,8,2,69.9,486992,Business,Bachelor,0
62,186511,518,12,0,29.79,983687,Contract,Master,1
58,86394,638,5,3,65.03,24850,Salaried,Bachelor,0
38,208827,649,20,1,13.32,227807,Self-Employed,Bachelor,1
65,226649,773,1,2,67.82,688515,Salaried,Master,1
55,186354,837,28,6,26.44,204801,Salaried,Master,1
50,208055,616,24,2,68.22,899463,Self-Employed,Bachelor,0
44,135258,615,16,1,24.4,395141,Salaried,Bachelor,1
62,211524,787,11,0,5.53,977550,Salaried,Master,1
50,195207,708,26,1,29.06,371129,Business,Master,1
34,105739,850,12,6,51.85,240939,Salaried,High School,1
26,48197,663,8,5,38.46,142424,Business,High School,1
23,84408,753,5,6,45.04,841653,Business,Master,1
36,94721,850,14,1,67.03,46456,Self-Employed,Bachelor,1
27,114222,587,3,0,12.76,612272,Business,Master,1
34,29359,607,16,3,27.04,632741,Business,Bachelor,1
29,176470,711,0,0,57.64,920293,Business,Bachelor,1
35,220953,676,17,6,7.81,993402,Salaried,Bachelor,1
41,216995,691,17,4,9.75,789775,Salaried,PhD,1
55,108345,622,21,3,47.4,935758,Salaried,PhD,0
22,162062,677,4,5,61.35,399661,Salaried,Bachelor,1
47,88902,652,24,4,50.58,6062,Business,Bachelor,1
22,74712,720,4,3,47.43,590000,Salaried,Bachelor,0
55,50590,750,1,4,14.35,714464,Salaried,Bachelor,1
38,51103,567,4,0,66.81,226240,Salaried,Bachelor,0
34,126542,775,8,2,28.19,714318,Salaried,Bachelor,1
40,68601,682,7,1,60.92,345116,Self-Employed,Master,0
38,197071,751,12,1,18.15,127455,Salaried,Master,1
30,143483,666,3,0,17.78,200570,Self-Employed,High School,1
45,105680,761,25,5,38.13,27843,Self-Employed,Bachelor,1
22,142020,745,4,6,7.14,539736,Salaried,Master,1
45,209477,710,12,2,51.86,689443,Business,Bachelor,0
53,247939,683,1,4,52.37,404541,Contract,Bachelor,1
56,176733,718,26,1,10.43,511650,Salaried,Master,1
51,229468,824,0,4,44.78,621395,Salaried,Bachelor,1
34,198293,762,13,2,49.9,114246,Salaried,High School,1
21,233472,729,3,4,41.64,396255,Self-Employed,Master,1
36,193063,638,15,3,39.11,328004,Self-Employed,Master,0
23,114499,633,5,4,61.53,280396,Contract,Bachelor,0
55,129111,624,1,3,6.56,551285,Contract,Bachelor,1
61,228428,587,30,2,35.93,967284,Self-Employed,High School,1
26,118097,743,8,3,18.77,57895,Self-Employed,Master,1
45,249907,690,23,4,43.26,567230,Salaried,Master,1
33,228830,706,15,2,34.0,212026,Self-Employed,High School,1
54,222934,558,26,0,25.16,559758,Salaried,High School,1
28,25025,623,10,0,34.42,619982,Salaried,Master,1
41,214149,670,23,2,34.47,382871,Salaried,Bachelor,1
54,182139,591,12,2,50.77,735389,Salaried,Master,1
24,51007,592,5,3,58.88,84670,Salaried,Master,0
45,143083,607,14,4,23.08,634720,Salaried,Master,1
35,161000,718,17,1,42.66,299406,Self-Employed,Master,0
24,92746,490,6,3,5.19,75174,Self-Employed,Bachelor,0
65,232364,667,23,4,23.34,570068,Salaried,Bachelor,1
32,104993,794,14,3,41.14,546591,Salaried,Bachelor,1
52,117212,759,20,6,65.99,741659,Salaried,Master,1
52,29427,764,28,5,25.1,680485,Salaried,Master,1
48,245165,653,15,2,52.93,463342,Business,Bachelor,1
33,116937,826,15,4,32.76,408290,Salaried,Master,1
51,40622,637,15,4,49.01,5942,Salaried,Bachelor,0
34,120444,713,16,5,45.68,591083,Self-Employed,Bachelor,1
40,188057,719,9,2,63.58,168553,Salaried,High School,1
38,200948,597,20,0,15.78,927207,Self-Employed,High School,1
49,135081,532,22,3,36.56,572281,Business,Master,1
26,168919,746,8,3,36.19,874707,Salaried,Master,1
52,172436,610,25,3,30.51,284627,Self-Employed,Bachelor,1
49,199455,673,1,5,42.51,604047,Salaried,Master,1
63,38681,709,21,6,46.32,138379,Self-Employed,Master,1
22,33928,678,4,0,24.24,753596,Business,Bachelor,0
43,104793,730,25,4,19.39,905641,Salaried,Bachelor,0
39,39685,714,5,0,10.09,500082,Self-Employed,Bachelor,1
51,32756,720,7,6,67.88,666111,Salaried,Bachelor,0
25,243074,707,7,5,12.96,703751,Business,Bachelor,1
39,139275,570,2,2,56.58,388285,Business,Master,0
54,221168,682,4,5,43.17,83729,Self-Employed,Bachelor,1
30,177433,715,12,4,37.01,281833,Business,High School,1
45,120459,850,22,3,32.88,299445,Contract,Bachelor,1
22,176733,710,4,5,47.33,632577,Self-Employed,PhD,0
31,248090,666,13,6,31.18,861931,Salaried,High School,1
51,87715,730,20,5,61.38,937409,Salaried,Master,1
35,37485,629,17,2,10.06,49550,Self-Employed,High School,1
29,106887,786,11,0,15.32,612011,Salaried,Master,1
43,167295,673,18,5,67.34,482639,Salaried,Bachelor,0
39,52721,662,0,5,34.35,39591,Salaried,High School,1
29,212378,572,11,4,56.67,51702,Salaried,Master,1
55,189377,644,26,1,38.56,79357,Salaried,Master,0
41,238911,673,13,6,53.83,952002,Contract,Master,1
29,117101,809,0,4,28.32,230971,Self-Employed,PhD,1
48,119299,650,5,5,48.36,952046,Salaried,Master,0
27,225985,674,9,5,51.9,183914,Salaried,Master,0
36,234823,732,5,2,16.83,224175,Salaried,High School,1
36,223298,617,18,6,23.85,203765,Salaried,High School,0
53,36910,643,14,0,52.46,307771,Salaried,Master,1
24,194898,777,6,4,67.33,886911,Salaried,Master,1
24,165883,566,3,1,64.85,575480,Business,Bachelor,1
59,200004,628,7,2,17.66,886524,Business,Master,0
60,76306,707,7,6,24.19,584889,Self-Employed,Bachelor,1
37,25157,709,19,2,44.26,264754,Salaried,Bachelor,1
57,62644,850,8,0,5.73,795937,Salaried,Bachelor,1
59,217847,692,13,2,8.65,515172,Salaried,Bachelor,1
49,30249,635,9,0,63.18,270547,Salaried,Bachelor,1
56,85635,648,6,2,23.67,437985,Business,Bachelor,1
58,205781,764,10,3,11.18,894611,Business,High School,1
59,144296,628,0,0,45.44,682480,Salaried,Bachelor,1
57,95689,665,29,1,29.75,13273,Self-Employed,Master,1
55,93828,748,4,6,8.94,632230,Self-Employed,Bachelor,1
27,150959,656,9,4,69.92,584556,Business,High School,1
47,76682,724,15,0,30.94,92089,Self-Employed,Master,1
48,92983,565,4,6,26.64,886718,Salaried,Bachelor,0
42,154147,605,2,5,24.2,51079,Contract,Master,1
34,110027,638,13,3,14.61,654660,Salaried,Bachelor,1
27,142485,572,9,2,66.72,711280,Self-Employed,Bachelor,1
57,220854,595,26,3,48.02,555605,Salaried,High School,1
42,169545,631,14,0,39.66,642896,Salaried,Bachelor,0
25,212469,838,7,0,12.49,468729,Business,High School,1
22,207767,709,4,6,60.76,903914,Salaried,High School,0
47,216443,741,27,3,9.09,367429,Self-Employed,High School,1
41,203924,730,18,2,32.22,495966,Salaried,Bachelor,1
58,157234,509,5,0,17.47,115678,Self-Employed,Bachelor,1
35,121267,689,3,3,45.31,8031,Contract,Bachelor,1
41,25531,640,4,3,65.68,747856,Self-Employed,Bachelor,1
30,23607,561,2,0,16.1,663365,Self-Employed,Bachelor,0
43,36346,714,25,4,19.82,61033,Contract,High School,1
59,97035,542,24,6,11.78,604031,Self-Employed,High School,1
25,167201,678,7,0,6.14,191680,Self-Employed,Bachelor,0
21,67608,657,3,6,27.95,240145,Business,Master,1
33,89755,613,0,4,56.1,722819,Business,PhD,1
41,218026,752,15,4,41.58,198811,Business,High School,1
46,27858,665,1,0,15.72,403224,Salaried,Bachelor,1
65,30910,696,14,3,55.15,258143,Business,Master,1
41,140908,730,5,3,42.55,306822,Business,Master,1
38,188855,741,20,5,46.74,184027,Salaried,Master,1
57,155697,688,15,5,42.89,302915,Salaried,High School,0
65,159449,612,3,2,65.45,821161,Salaried,High School,0
52,245782,672,19,3,57.09,357724,Business,Master,1
56,112944,736,26,5,63.77,308368,Salaried,Bachelor,1
37,124749,634,17,0,35.86,472576,Salaried,Bachelor,1
55,147087,714,11,2,39.47,720799,Business,Bachelor,1
31,140797,631,13,2,47.8,704264,Salaried,Master,1
41,230962,741,19,0,69.7,117090,Self-Employed,High School,1
46,31275,673,10,4,16.98,947425,Self-Employed,Master,1
24,211825,600,6,2,13.92,231648,Salaried,Bachelor,1
54,214443,850,8,5,27.58,301040,Self-Employed,High School,1
38,112139,690,2,5,59.21,160548,Salaried,High School,1
60,206673,491,5,0,44.48,117514,Salaried,Bachelor,0
55,43529,610,22,2,15.49,40387,Salaried,Bachelor,0
61,246241,782,23,4,18.35,529746,Salaried,PhD,1
49,186405,742,12,3,58.12,678933,Contract,High School,0
49,216480,771,9,1,13.23,507954,Business,Bachelor,1
58,52729,654,26,0,31.69,423814,Salaried,Bachelor,0
62,189350,739,20,0,24.8,532166,Self-Employed,Master,1
41,110463,659,22,0,59.44,631644,Salaried,Bachelor,1
62,190294,706,21,0,43.1,655969,Salaried,High School,1
33,223232,583,15,1,13.72,323029,Salaried,Master,0
61,30185,659,7,1,65.11,988696,Salaried,PhD,0
37,115084,488,6,3,13.09,891378,Business,Master,1
29,211336,671,11,4,9.38,482912,Business,Bachelor,1
61,194606,614,8,0,35.52,131075,Salaried,Bachelor,0
21,104830,694,3,3,51.16,725211,Contract,Bachelor,0
22,72631,596,4,0,26.22,824384,Salaried,Bachelor,0
49,229180,673,12,5,22.67,377639,Salaried,High School,1
53,144753,850,26,4,49.27,839652,Salaried,Bachelor,1
30,59110,665,12,3,13.25,757473,Salaried,Bachelor,0
60,58689,634,13,5,20.64,371676,Salaried,Master,1
41,216045,688,6,5,57.8,735993,Salaried,Bachelor,1
48,103411,452,30,6,61.7,398173,Salaried,High School,0
31,180292,650,13,3,34.22,218191,Contract,Master,1
54,150985,675,16,4,40.64,238557,Contract,High School,1
28,210143,694,10,6,11.72,498599,Self-Employed,High School,1
42,153214,759,14,5,31.71,823543,Salaried,Bachelor,1
28,40882,709,10,6,21.8,449141,Business,High School,0
35,167350,593,11,2,25.0,225416,Salaried,Bachelor,1
37,99942,538,0,1,31.71,108778,Self-Employed,Master,0
43,143234,755,5,0,60.99,128544,Business,Bachelor,1
44,43516,634,13,5,44.28,680114,Salaried,Master,0
65,217174,701,7,4,33.16,514775,Salaried,Master,0
39,27116,792,7,0,56.78,998448,Business,Master,1
25,33094,700,7,0,61.08,269702,Self-Employed,Master,0
52,68408,563,3,6,38.67,270015,Business,Bachelor,0
64,146034,704,28,6,64.05,843619,Salaried,Bachelor,0
21,223011,661,3,5,19.95,952525,Salaried,Bachelor,1
43,35575,574,6,0,26.54,859300,Salaried,Bachelor,1
57,140608,752,20,4,42.63,236576,Business,Master,1
28,214794,705,10,1,46.68,61814,Salaried,Bachelor,1
33,200545,823,2,0,44.18,977219,Business,Bachelor,1
28,121249,682,10,3,53.41,169085,Salaried,High School,1
43,219053,626,12,0,39.86,206361,Salaried,Master,1
63,86225,706,9,6,48.63,98553,Self-Employed,Bachelor,1
21,109866,658,3,1,24.33,651199,Contract,Master,0
65,80662,776,19,1,16.56,376599,Salaried,Bachelor,1
44,196037,687,13,1,7.29,432765,Self-Employed,Master,1
55,24315,631,4,3,5.18,720065,Salaried,Master,1
44,141766,695,13,4,16.66,949045,Salaried,PhD,1
37,129205,703,11,1,25.77,224298,Salaried,Master,1
25,168960,696,7,0,63.18,673889,Salaried,High School,1
40,94469,658,17,1,49.73,216353,Business,Master,1
41,193299,687,6,1,64.41,339701,Salaried,High School,1
60,192472,637,23,1,54.78,462045,Salaried,Bachelor,0
51,243949,698,28,5,5.48,243379,Salaried,Master,1
56,93381,610,0,2,43.84,531119,Contract,PhD,0
31,185128,621,13,4,22.31,7511,Business,Master,1
35,202014,827,12,0,30.87,508515,Salaried,PhD,1
39,229751,640,15,4,9.93,838147,Salaried,Master,1
27,136764,709,9,4,28.45,588022,Business,Master,1
48,110537,558,11,6,32.49,167019,Salaried,Master,1
63,219078,654,10,1,9.91,875452,Salaried,High School,1
25,230778,746,0,5,24.85,66719,Salaried,PhD,0
25,38887,709,5,6,35.26,490011,Salaried,PhD,1
50,126460,557,26,2,5.96,692510,Salaried,Master,1
52,173524,631,7,0,33.98,107333,Salaried,Bachelor,0
28,171165,750,1,1,17.13,25995,Salaried,Bachelor,1
30,144747,593,9,5,13.25,370534,Salaried,Bachelor,1
58,207015,717,9,0,51.91,431469,Business,Bachelor,1
52,40585,698,28,0,65.15,297125,Self-Employed,Bachelor,1
48,181384,557,30,5,23.53,95235,Salaried,PhD,0
37,245428,733,1,5,39.84,878423,Contract,Bachelor,0
51,33999,737,3,5,61.69,146905,Self-Employed,Bachelor,0
28,136014,673,10,4,48.01,945266,Business,High School,1
60,214637,700,15,1,22.86,943359,Salaried,Bachelor,1
45,237984,625,22,1,16.86,901904,Self-Employed,Bachelor,1
29,211286,660,11,6,38.57,967740,Business,Bachelor,1
22,213822,695,4,4,29.18,271672,Salaried,Master,1
35,157039,757,17,5,59.02,640115,Salaried,Bachelor,1
23,74246,714,5,1,12.25,860762,Salaried,Bachelor,1
56,118394,650,8,4,17.34,28321,Contract,Master,1
24,208810,655,6,4,39.66,222887,Salaried,High School,1
34,190305,689,11,6,16.55,180389,Business,Bachelor,1
61,155611,662,8,5,11.53,445050,Salaried,Bachelor,1
61,90833,678,12,2,52.66,955584,Contract,High School,0
45,246619,481,8,4,23.12,585034,Contract,High School,0
30,127479,614,12,5,65.27,662376,Salaried,High School,0
41,105821,810,23,6,54.55,305335,Salaried,High School,1
56,107718,712,10,3,58.93,190634,Self-Employed,Bachelor,0
32,70050,719,14,4,49.52,989538,Business,Master,0
47,101775,713,29,5,7.1,382858,Contract,Bachelor,1
60,225753,706,22,0,52.2,420215,Self-Employed,Master,1
22,88675,691,4,4,22.02,992457,Self-Employed,Bachelor,1
33,92221,768,7,1,47.89,586464,Self-Employed,High School,1
52,94818,718,12,6,43.25,12093,Salaried,Bachelor,1
51,113763,550,11,6,66.17,79920,Self-Employed,Master,0
36,52953,627,13,2,59.31,191435,Self-Employed,Bachelor,0
52,231020,635,9,3,35.2,787708,Salaried,Master,1
52,170029,850,24,4,12.49,59033,Business,PhD,1
54,61097,688,14,5,15.32,791480,Salaried,High School,0
31,111597,782,13,4,19.43,570545,Salaried,Bachelor,1
30,68917,663,12,5,12.22,749384,Business,Bachelor,1
35,61662,705,0,6,40.94,271210,Salaried,Bachelor,1
37,61133,684,10,2,44.79,566271,Salaried,Master,1
60,225092,641,1,2,7.33,490727,Contract,Master,1
38,151860,611,9,6,44.48,334514,Salaried,Master,0
29,64418,679,11,2,55.87,231041,Salaried,High School,0
45,62386,621,15,5,33.13,486679,Business,Master,0
60,83263,690,16,6,10.34,737380,Salaried,Bachelor,0
34,249582,647,16,3,48.37,730337,Salaried,Master,1
45,83464,742,11,3,37.0,819239,Business,Bachelor,1
42,71453,619,14,3,63.34,654998,Salaried,Master,0
50,96567,672,4,0,11.95,657098,Self-Employed,Master,0
40,115561,658,13,2,19.82,571360,Salaried,Bachelor,1
41,116175,652,23,2,55.58,97812,Salaried,Bachelor,0
64,174975,740,0,5,19.86,825586,Business,Bachelor,1
52,249177,549,19,3,27.39,891053,Business,High School,1
41,94886,538,0,4,47.47,473202,Contract,Bachelor,1
55,79949,655,26,4,18.31,460380,Salaried,Bachelor,1
52,210833,824,23,2,44.47,135316,Salaried,High School,1
50,124410,706,3,2,48.58,808322,Self-Employed,Bachelor,1
59,192157,789,13,0,13.66,578429,Business,High School,1
32,103342,760,14,6,35.89,365068,Salaried,High School,1
61,225524,574,29,3,42.66,823645,Business,Bachelor,0
38,195177,678,2,3,21.22,431314,Salaried,Bachelor,1
41,233078,614,13,0,9.19,412397,Self-Employed,Master,1
33,130084,602,15,2,26.8,787850,Contract,High School,0
41,247568,553,23,1,38.74,593508,Salaried,Bachelor,1
28,195802,610,0,5,60.14,235420,Salaried,Bachelor,0
60,148249,715,9,6,33.27,665495,Salaried,Master,1
27,230965,728,9,3,62.62,442702,Business,Bachelor,1
43,24123,706,11,0,66.02,45311,Salaried,Bachelor,0
64,115669,614,22,0,57.37,350009,Business,PhD,1
52,106034,646,4,0,22.27,124394,Salaried,Bachelor,1
31,123536,603,13,3,6.11,251670,Salaried,Bachelor,0
42,222630,781,22,6,57.47,987384,Salaried,High School,1
42,24302,727,23,0,16.51,208178,Salaried,High School,1
