age,income,credit_score,loan_amount,experience_years,debt_to_income,employment_type,existing_loans,dependents,savings,property_owned,loan_approved
45,215745,569,846259,19,0.54,Contract,4,3,638222,No,No
60,130004,807,257546,36,0.5,Salaried,4,0,815602,Yes,Yes
44,144794,527,738422,19,0.6,Business,5,0,848653,Yes,Yes
34,242505,727,140690,6,0.19,Contract,2,2,635432,Yes,Yes
46,88202,300,974744,23,0.42,Business,3,0,105678,Yes,No
58,92442,322,965175,37,0.28,Contract,5,3,522415,No,No
43,170890,802,548364,19,0.68,Salaried,5,4,890867,No,Yes
42,192318,747,51585,16,0.34,Salaried,4,1,229039,Yes,Yes
39,73598,795,364676,16,0.67,Salaried,4,1,303428,No,Yes
23,151726,724,453757,3,0.55,Business,3,1,756776,No,Yes
62,51758,317,317571,35,0.52,Salaried,5,4,458025,No,No
39,42204,744,928715,15,0.37,Business,1,3,951063,Yes,Yes
29,145309,338,655444,0,0.34,Business,2,0,165844,No,Yes
48,184000,509,295954,27,0.39,Self-Employed,1,3,161530,No,Yes
40,202681,510,583321,18,0.24,Self-Employed,0,2,550545,No,Yes
65,48552,580,736430,36,0.64,Self-Employed,3,3,697250,Yes,No
27,159408,432,686746,0,0.57,Contract,2,3,638674,Yes,Yes
34,65037,748,965199,10,0.57,Business,3,1,122331,No,Yes
29,165278,563,754464,6,0.33,Salaried,3,3,773366,No,Yes
39,52831,410,62199,11,0.1,Self-Employed,1,4,17903,Yes,Yes
34,61563,537,980280,6,0.49,Contract,1,1,912390,Yes,No
58,36361,756,728087,31,0.29,Business,0,2,113175,Yes,Yes
56,59335,815,577219,35,0.62,Contract,2,4,78794,No,Yes
60,92469,472,130379,36,0.56,Salaried,3,4,477076,Yes,Yes
37,43816,492,237265,10,0.14,Self-Employed,5,2,571996,Yes,Yes
50,164691,814,842131,23,0.44,Business,0,0,90030,No,Yes
29,110479,708,501005,3,0.5,Contract,3,3,754844,No,Yes
53,44819,383,304031,30,0.42,Self-Employed,0,3,603013,Yes,No
45,160813,379,529976,23,0.38,Self-Employed,3,0,301200,Yes,Yes
34,140330,508,208393,7,0.2,Business,1,2,963901,Yes,Yes
31,26798,821,897464,4,0.2,Self-Employed,4,0,750483,Yes,Yes
55,174215,498,57636,26,0.55,Contract,0,1,383109,No,Yes
61,67695,533,903828,37,0.06,Business,0,1,57507,Yes,Yes
34,181819,543,170249,12,0.56,Business,4,1,597100,Yes,Yes
50,248259,692,952050,26,0.39,Self-Employed,1,0,215855,Yes,Yes
61,147544,745,327133,38,0.66,Salaried,0,4,610160,Yes,Yes
24,170254,692,101086,0,0.7,Salaried,1,1,431759,Yes,Yes
24,27415,308,818901,3,0.48,Salaried,5,0,818525,Yes,No
48,160157,452,808031,21,0.32,Contract,3,1,961154,No,Yes
28,164080,409,555174,0,0.36,Business,5,1,217234,Yes,Yes
22,105638,565,543691,0,0.18,Self-Employed,3,3,506435,No,Yes
61,36452,672,348206,38,0.11,Salaried,4,0,874010,No,Yes
42,213147,451,784697,20,0.43,Self-Employed,2,3,234008,No,Yes
61,157192,714,505341,32,0.57,Salaried,1,2,470984,Yes,Yes
36,213457,625,604686,12,0.22,Salaried,2,1,635597,Yes,Yes
49,222428,850,906715,24,0.32,Self-Employed,2,1,27591,No,Yes
50,128205,475,939128,30,0.41,Contract,1,3,306829,Yes,Yes
32,36170,824,120774,12,0.64,Self-Employed,2,0,696130,No,Yes
55,34259,614,839266,26,0.14,Self-Employed,0,4,668139,Yes,No
31,40099,366,360347,9,0.2,Contract,3,4,937745,Yes,No
41,158721,483,357820,20,0.65,Contract,5,2,416604,Yes,Yes
41,147394,334,600518,21,0.08,Self-Employed,4,0,406258,No,Yes
25,244863,804,909084,0,0.48,Contract,1,0,603374,Yes,Yes
40,77258,375,380608,20,0.47,Salaried,4,3,276638,Yes,Yes
57,190109,771,565329,28,0.3,Contract,5,1,251476,No,Yes
23,29805,822,143715,0,0.35,Self-Employed,3,1,535350,No,Yes
64,61147,582,465350,40,0.61,Contract,4,0,899377,No,No
53,92280,835,281048,30,0.16,Business,1,4,608757,Yes,Yes
29,195125,573,844622,2,0.2,Contract,4,2,263610,No,Yes
29,124777,838,139364,2,0.38,Salaried,2,3,131082,Yes,Yes
24,115841,353,709710,0,0.32,Business,2,0,221009,Yes,Yes
55,240465,354,870487,33,0.42,Salaried,3,2,421052,Yes,Yes
37,142726,576,749046,10,0.65,Salaried,2,0,420976,No,Yes
54,146359,742,918004,34,0.65,Business,4,2,288910,Yes,Yes
44,94215,717,209772,21,0.2,Salaried,0,2,957226,No,Yes
52,130909,524,122146,28,0.25,Business,4,1,141138,No,Yes
21,113365,554,157554,0,0.16,Salaried,0,3,262605,Yes,Yes
28,28985,475,996924,4,0.65,Self-Employed,4,3,554575,No,No
65,242895,445,833653,40,0.31,Salaried,0,1,350467,No,Yes
43,30391,684,337321,19,0.34,Business,0,4,511633,No,Yes
60,22861,561,929818,32,0.57,Self-Employed,1,3,96770,Yes,No
32,212654,830,482867,3,0.38,Self-Employed,1,1,928939,No,Yes
32,201000,670,257778,3,0.13,Contract,5,2,372101,Yes,Yes
35,52364,496,104339,13,0.33,Contract,4,2,614125,No,Yes
61,100399,583,885714,40,0.46,Contract,2,3,573880,Yes,No
39,246107,601,811708,10,0.52,Self-Employed,1,2,556161,Yes,Yes
46,242402,431,222142,25,0.47,Contract,0,3,199014,Yes,Yes
49,60923,419,929115,22,0.13,Self-Employed,4,0,150896,Yes,Yes
42,156991,435,241775,18,0.25,Contract,2,1,462019,Yes,Yes
60,204968,828,413182,36,0.53,Salaried,4,4,626205,No,Yes
41,103818,333,730766,16,0.62,Contract,0,3,214860,Yes,Yes
58,196468,831,894441,30,0.08,Business,1,4,48961,Yes,Yes
40,183912,507,575354,14,0.08,Contract,1,1,144668,Yes,Yes
49,191327,598,251578,25,0.47,Self-Employed,3,1,80851,Yes,Yes
24,89160,821,365084,0,0.41,Business,3,0,853121,Yes,Yes
27,146165,393,311803,0,0.15,Business,5,1,379938,No,Yes
48,248314,713,624757,20,0.41,Self-Employed,5,2,28647,Yes,Yes
48,157248,670,951404,20,0.68,Business,5,4,97331,Yes,Yes
24,51529,708,728710,3,0.46,Business,4,1,103509,Yes,Yes
42,205478,682,275843,16,0.34,Business,4,1,992795,Yes,Yes
32,162013,740,447330,3,0.59,Contract,2,4,251480,No,Yes
65,19669,746,947570,40,0.19,Business,5,4,413980,No,Yes
23,234854,370,754559,0,0.32,Salaried,1,0,885031,Yes,Yes
42,135373,383,174648,21,0.39,Salaried,5,1,976829,Yes,Yes
64,62859,508,285514,35,0.38,Contract,1,2,194078,No,Yes
22,73786,558,639421,0,0.65,Contract,5,2,126141,No,No
44,200155,538,71245,19,0.24,Salaried,3,0,938625,Yes,Yes
54,189148,601,561163,31,0.09,Business,0,1,217453,Yes,Yes
47,38323,531,158574,25,0.65,Salaried,0,4,76143,Yes,No
61,248502,581,93266,38,0.19,Self-Employed,5,2,679663,No,Yes
21,24021,693,926194,0,0.3,Business,3,1,497458,Yes,Yes
28,57807,717,807079,4,0.4,Salaried,4,0,492193,Yes,Yes
43,146305,505,980099,15,0.68,Salaried,5,0,722658,Yes,Yes
58,68355,563,143254,33,0.4,Business,5,4,200193,Yes,Yes
26,131415,610,613506,5,0.34,Business,1,0,886238,No,Yes
42,193804,378,468359,17,0.43,Business,1,0,785829,Yes,Yes
45,26711,641,751538,17,0.68,Contract,5,0,913960,No,No
38,212151,394,252772,15,0.58,Self-Employed,1,2,750119,No,Yes
37,25904,650,541392,17,0.16,Contract,0,4,475797,Yes,Yes
32,82033,361,582075,11,0.57,Salaried,4,4,709555,Yes,Yes
26,249659,441,524676,2,0.6,Self-Employed,5,4,814233,Yes,No
46,104478,410,619574,17,0.5,Contract,0,0,332827,No,Yes
47,138035,826,312225,21,0.48,Salaried,4,0,664660,Yes,Yes
28,238859,456,577293,1,0.34,Business,3,2,481443,Yes,Yes
39,204168,838,123944,17,0.47,Salaried,4,0,439092,No,Yes
62,239666,308,181406,34,0.53,Business,0,2,466175,No,Yes
21,249853,575,173438,0,0.13,Contract,1,4,919841,No,Yes
49,21093,526,126639,26,0.22,Salaried,0,2,779134,No,Yes
65,42918,485,108217,40,0.18,Self-Employed,3,1,706807,No,No
55,221815,515,681536,30,0.6,Salaried,1,3,696304,Yes,Yes
60,211708,732,684545,31,0.49,Business,0,0,191544,Yes,Yes
34,207878,655,599457,9,0.34,Contract,1,4,370203,No,Yes
55,158466,691,277102,33,0.59,Self-Employed,3,3,648816,Yes,Yes
65,142501,574,159247,37,0.52,Self-Employed,4,3,751704,No,No
40,110510,793,204524,16,0.64,Contract,4,4,763760,No,Yes
33,111708,750,993758,12,0.1,Contract,2,3,943311,Yes,Yes
58,115819,719,250505,33,0.38,Salaried,1,2,433069,Yes,Yes
28,162352,463,893542,6,0.51,Salaried,5,4,855293,Yes,Yes
63,54303,482,631541,36,0.18,Self-Employed,3,4,244512,No,No
40,45453,609,513400,18,0.26,Salaried,0,2,146738,Yes,No
53,126886,316,649498,29,0.32,Business,5,1,458847,Yes,Yes
46,78695,745,919134,23,0.57,Business,0,1,936119,No,Yes
59,217521,469,142246,36,0.37,Salaried,2,3,549026,Yes,Yes
41,174837,579,725330,20,0.37,Self-Employed,0,4,159307,No,Yes
62,151412,639,447010,35,0.33,Salaried,3,2,274061,No,Yes
63,240787,818,603472,40,0.2,Contract,3,4,842385,Yes,Yes
61,242481,310,272167,38,0.65,Contract,4,2,242133,Yes,Yes
29,56057,823,423322,4,0.26,Self-Employed,1,1,496313,No,Yes
44,149669,432,612653,16,0.42,Self-Employed,1,1,926084,No,Yes
57,207060,447,605505,34,0.15,Contract,0,3,29948,No,Yes
61,112655,378,579339,39,0.33,Contract,1,2,392702,No,Yes
37,33025,645,132662,13,0.64,Business,2,1,980762,No,No
44,25145,548,718235,16,0.7,Salaried,1,0,166488,Yes,No
41,119206,841,906323,21,0.29,Self-Employed,5,1,162090,Yes,Yes
59,204869,323,463208,35,0.15,Contract,0,4,287773,No,Yes
61,59723,770,692247,38,0.25,Self-Employed,1,2,355698,No,Yes
59,91230,500,232734,35,0.26,Contract,5,0,534413,No,Yes
33,153902,430,307962,7,0.47,Self-Employed,3,1,239075,No,No
31,173002,655,418733,5,0.37,Self-Employed,3,1,72394,No,Yes
39,172824,449,297135,13,0.55,Business,4,2,622473,Yes,Yes
31,126138,825,108475,11,0.51,Business,4,0,862319,Yes,Yes
33,225097,603,343218,5,0.21,Business,4,2,182399,Yes,Yes
65,247300,840,642340,39,0.56,Business,4,1,723095,Yes,Yes
21,230376,349,596910,0,0.6,Business,1,3,516954,Yes,Yes
60,80040,763,292531,37,0.44,Contract,5,2,927953,Yes,Yes
64,126668,539,951210,40,0.65,Salaried,0,1,541460,Yes,Yes
39,216768,781,687995,14,0.56,Contract,1,2,78604,Yes,Yes
32,213720,754,248087,3,0.44,Salaried,0,1,809901,Yes,Yes
28,73030,582,788234,6,0.64,Business,0,2,255995,Yes,No
28,74815,634,142543,8,0.44,Self-Employed,0,1,115960,No,Yes
65,234741,651,615270,40,0.39,Self-Employed,0,0,720858,No,Yes
32,130789,626,240141,7,0.28,Salaried,3,4,410079,No,Yes
53,184762,635,750438,29,0.62,Salaried,5,4,427560,Yes,Yes
65,237478,380,692281,40,0.13,Contract,0,2,948345,No,Yes
46,239104,386,494089,17,0.36,Salaried,1,1,633384,No,Yes
59,75923,557,900230,32,0.4,Contract,0,4,864346,Yes,Yes
48,185644,484,764144,19,0.41,Business,3,4,328013,No,No
25,203102,422,202908,5,0.47,Self-Employed,1,2,839760,Yes,Yes
28,85904,395,800142,1,0.38,Self-Employed,5,2,15856,Yes,No
45,178275,814,568246,19,0.22,Contract,2,2,243728,Yes,Yes
47,95088,742,642371,27,0.61,Salaried,1,3,61575,No,Yes
43,23608,813,153227,15,0.48,Contract,3,0,262531,Yes,Yes
50,63667,670,864562,27,0.61,Salaried,5,0,940990,No,Yes
65,73547,604,820236,39,0.23,Salaried,3,0,503896,No,No
43,171557,656,902427,21,0.46,Salaried,4,1,769066,Yes,Yes
40,158934,447,379916,13,0.51,Contract,2,1,544821,Yes,Yes
38,146391,584,464046,15,0.3,Business,0,0,823458,No,Yes
38,93948,561,902548,17,0.58,Self-Employed,3,2,528951,Yes,No
22,235962,790,195511,1,0.05,Contract,4,3,47584,Yes,Yes
24,89880,330,185787,0,0.44,Business,4,0,58779,Yes,No
50,75560,567,731467,23,0.45,Self-Employed,5,2,108881,Yes,No
53,133063,311,796840,33,0.4,Contract,0,4,15319,Yes,Yes
56,232601,490,93394,31,0.46,Contract,5,3,643888,Yes,Yes
38,112218,699,929535,10,0.16,Business,1,1,642315,No,Yes
57,132462,836,350809,29,0.5,Contract,2,4,979868,Yes,Yes
39,177487,390,298662,18,0.27,Self-Employed,0,4,325434,No,Yes
48,213595,800,571424,21,0.34,Business,5,4,914852,Yes,Yes
60,168395,600,213497,33,0.27,Contract,0,2,569826,Yes,Yes
40,202286,410,503090,17,0.36,Self-Employed,1,0,98481,Yes,Yes
53,35997,379,484648,30,0.45,Contract,1,4,293421,Yes,No
32,139266,732,705041,8,0.59,Business,3,0,373601,Yes,Yes
35,206075,716,788138,6,0.36,Contract,1,4,662500,Yes,Yes
61,21679,513,920792,35,0.26,Self-Employed,1,2,245127,Yes,No
59,244097,746,520650,39,0.37,Salaried,2,0,920243,Yes,Yes
22,58308,317,805376,0,0.5,Contract,5,1,375318,No,No
49,224096,353,558419,27,0.28,Contract,5,3,336852,No,Yes
61,188914,539,548875,38,0.32,Self-Employed,2,4,578072,No,Yes
30,214480,717,945321,4,0.42,Self-Employed,2,4,467726,Yes,Yes
22,218604,785,264367,0,0.24,Business,0,2,880444,Yes,Yes
31,203010,743,400748,7,0.19,Salaried,2,3,529697,No,Yes
33,23695,422,446885,13,0.14,Business,2,0,203838,No,No
30,244812,719,129918,9,0.28,Self-Employed,4,4,674177,No,Yes
34,76499,515,982940,10,0.08,Self-Employed,2,1,906512,Yes,Yes
38,41382,719,789670,17,0.43,Self-Employed,0,1,118515,Yes,Yes
29,32235,850,741390,9,0.16,Self-Employed,5,2,122364,No,Yes
59,211295,527,578926,30,0.3,Business,4,4,552541,Yes,Yes
48,151438,536,249474,26,0.22,Salaried,0,2,697431,No,Yes
23,176539,629,107000,3,0.46,Self-Employed,0,3,679732,Yes,Yes
40,208388,768,59251,11,0.6,Business,4,1,906019,No,Yes
26,130468,786,452164,0,0.46,Business,4,1,709742,Yes,Yes
47,24764,848,364791,20,0.4,Business,4,2,896726,No,Yes
22,239968,714,924846,0,0.48,Business,4,3,161737,No,Yes
49,131831,518,508939,23,0.07,Business,0,0,110983,Yes,Yes
58,79836,680,541022,32,0.13,Self-Employed,4,3,809784,Yes,Yes
23,49923,386,289949,2,0.11,Self-Employed,1,2,287413,Yes,Yes
36,113711,760,276519,8,0.11,Salaried,5,2,18491,Yes,Yes
50,34292,710,833517,24,0.22,Salaried,2,3,532616,Yes,Yes
60,142913,824,369389,36,0.4,Salaried,2,2,878586,No,Yes
22,150686,746,462314,0,0.12,Salaried,5,1,673438,No,Yes
37,38939,599,450624,10,0.66,Contract,1,2,172686,No,No
61,36800,707,525431,37,0.61,Business,5,0,484530,Yes,No
32,74440,674,381213,7,0.68,Business,0,1,650080,Yes,Yes
55,172318,532,643964,32,0.08,Business,0,4,610090,Yes,Yes
63,145521,348,900414,40,0.6,Contract,2,1,776996,No,Yes
21,201877,485,414490,0,0.57,Business,3,1,966711,Yes,No
65,139327,504,404298,40,0.64,Business,5,1,633349,Yes,Yes
35,67648,377,922622,9,0.39,Business,1,3,939323,Yes,Yes
46,133192,780,626491,20,0.56,Business,1,4,522876,Yes,Yes
57,205923,685,628905,37,0.08,Business,2,0,37481,Yes,Yes
41,180760,493,408455,12,0.1,Salaried,4,1,832443,No,Yes
51,111498,402,942469,22,0.13,Contract,5,3,461332,No,No
45,47764,675,654500,23,0.64,Self-Employed,3,2,769648,Yes,No
43,50470,586,305752,21,0.09,Salaried,0,4,959168,No,Yes
44,187573,781,842437,19,0.12,Contract,0,0,493012,No,Yes
58,75207,549,252478,36,0.65,Business,0,4,252395,No,Yes
48,80157,500,229307,20,0.12,Contract,0,0,234404,Yes,Yes
41,152288,835,848405,17,0.62,Business,1,0,57623,No,Yes
63,171144,760,883408,38,0.56,Business,1,2,931409,No,Yes
38,111778,599,511013,13,0.08,Contract,4,0,150150,No,Yes
56,148016,777,67804,29,0.06,Self-Employed,1,2,58292,No,Yes
55,142288,382,138613,26,0.4,Business,4,1,479901,Yes,Yes
65,186204,757,359420,40,0.7,Business,4,4,970929,No,Yes
29,128573,597,74680,1,0.62,Salaried,0,0,946308,No,No
58,138730,663,373111,32,0.25,Contract,0,2,672635,Yes,Yes
50,166933,339,66862,25,0.3,Contract,1,1,207624,Yes,Yes
64,82186,639,661726,40,0.3,Contract,1,4,11339,No,No
54,22960,815,285953,31,0.53,Salaried,4,1,529612,No,No
52,36781,407,220625,28,0.27,Contract,2,3,62653,Yes,Yes
23,49126,615,976388,2,0.15,Contract,0,4,545012,Yes,No
23,171650,413,249646,3,0.54,Business,3,2,118180,No,No
48,124034,466,110313,27,0.35,Self-Employed,2,0,411626,No,Yes
64,35883,560,214033,37,0.1,Self-Employed,0,2,281857,Yes,Yes
35,47782,523,867994,6,0.56,Salaried,0,2,917512,No,No
61,74387,561,731425,36,0.43,Contract,1,2,757793,Yes,No
43,166051,550,737444,14,0.37,Salaried,3,4,41087,Yes,Yes
60,51746,825,426890,39,0.49,Self-Employed,5,4,666188,No,Yes
31,84266,425,363182,3,0.38,Salaried,3,3,317396,No,Yes
52,18056,505,988461,25,0.47,Business,0,1,171441,Yes,No
56,49457,439,300982,33,0.61,Business,5,2,476769,No,No
53,151315,361,642404,24,0.45,Business,5,3,712389,No,No
44,204103,582,142080,18,0.48,Contract,4,3,472329,No,No
59,150773,353,554399,37,0.45,Business,3,4,815474,Yes,Yes
54,205453,645,636566,29,0.4,Salaried,2,1,991593,No,Yes
48,199510,823,684837,26,0.16,Business,4,3,715180,Yes,Yes
57,91839,435,999958,28,0.27,Contract,1,0,270008,No,Yes
27,98636,629,161937,5,0.5,Business,0,3,34411,No,Yes
24,125697,443,890228,0,0.33,Business,0,4,997845,No,Yes
57,84483,735,716637,32,0.31,Contract,2,2,481129,Yes,Yes
21,38505,581,286999,0,0.54,Contract,2,4,402505,No,No
21,155625,435,934956,0,0.05,Business,5,4,983472,Yes,Yes
40,51525,788,640699,17,0.49,Self-Employed,1,1,101070,Yes,Yes
39,229474,700,258262,12,0.37,Business,1,0,105327,No,Yes
49,114008,748,241141,23,0.29,Salaried,5,0,570113,No,Yes
30,62348,569,641020,6,0.27,Contract,5,1,626153,Yes,Yes
38,220259,316,232933,17,0.16,Business,3,1,843237,No,Yes
48,25273,568,560635,23,0.27,Self-Employed,4,3,573489,No,No
55,82236,781,835488,35,0.3,Business,0,0,404358,No,Yes
63,224641,518,492703,37,0.33,Salaried,3,4,447878,Yes,Yes
51,152607,618,484400,23,0.49,Contract,1,3,247616,No,Yes
47,167749,537,859830,23,0.34,Salaried,2,0,581915,No,Yes
31,232096,844,654194,7,0.57,Self-Employed,3,2,270349,No,Yes
58,125157,584,78517,32,0.47,Salaried,2,4,475045,No,Yes
25,18908,336,406539,1,0.17,Salaried,5,4,185572,No,No
28,219225,402,247855,0,0.23,Contract,4,3,783783,Yes,Yes
54,126352,729,860996,31,0.1,Salaried,2,0,665671,Yes,Yes
32,113967,538,962002,12,0.66,Self-Employed,0,1,809384,No,No
58,106989,424,824005,33,0.63,Self-Employed,4,2,742609,Yes,Yes
21,53079,487,947986,0,0.11,Contract,2,4,149258,No,No
51,230628,555,581399,28,0.42,Self-Employed,3,1,101776,Yes,Yes
24,129889,829,988477,0,0.67,Self-Employed,0,1,554969,No,Yes
65,67323,691,674478,40,0.54,Self-Employed,0,1,836741,Yes,Yes
25,194392,767,181382,1,0.37,Self-Employed,1,1,581041,No,Yes
50,241170,552,723348,25,0.21,Self-Employed,1,3,480404,Yes,Yes
44,107909,475,203115,22,0.23,Self-Employed,3,4,805408,Yes,Yes
23,64105,765,402624,0,0.53,Self-Employed,5,1,842128,Yes,Yes
31,179236,588,151850,11,0.56,Business,1,1,403677,No,Yes
65,150957,349,443018,40,0.39,Self-Employed,2,0,913572,No,Yes
24,206891,303,809015,0,0.13,Contract,5,4,748309,No,Yes
46,19049,799,139937,19,0.66,Business,1,2,49754,No,Yes
47,71281,522,722741,23,0.6,Self-Employed,0,1,966454,Yes,No
63,61271,561,869696,35,0.14,Self-Employed,3,3,41674,Yes,No
47,84697,834,727429,19,0.09,Contract,2,1,223651,Yes,Yes
62,215423,675,558867,40,0.4,Self-Employed,0,1,377443,No,Yes
26,54534,360,224036,2,0.23,Business,0,1,566991,Yes,Yes
35,111034,655,772094,9,0.23,Business,4,4,345477,No,Yes
50,76097,323,683129,29,0.11,Contract,1,4,179000,No,Yes
62,202885,592,318054,36,0.67,Self-Employed,5,1,643974,Yes,Yes
57,43037,655,121020,29,0.59,Contract,2,3,273769,Yes,Yes
57,185079,328,489381,30,0.12,Self-Employed,3,2,612434,Yes,Yes
62,228550,656,247184,33,0.62,Business,3,0,156213,Yes,Yes
57,45278,664,298920,29,0.49,Self-Employed,3,2,160760,No,Yes
55,157344,708,869253,32,0.26,Self-Employed,4,3,78645,No,Yes
43,206255,565,426437,16,0.62,Business,2,3,375851,No,Yes
26,117173,590,491819,0,0.44,Business,0,2,781322,No,No
24,56294,452,705353,0,0.6,Business,5,2,168871,Yes,No
38,91277,518,345140,17,0.36,Self-Employed,4,1,106061,Yes,Yes
29,211581,472,403034,0,0.38,Contract,5,2,777591,Yes,Yes
49,22694,311,670053,27,0.24,Business,5,2,556483,Yes,No
33,244914,815,312069,13,0.3,Self-Employed,1,1,86143,No,Yes
37,76150,661,258630,17,0.42,Contract,0,3,934742,No,Yes
65,85470,776,771880,36,0.67,Salaried,3,4,791526,No,Yes
52,39556,381,521412,27,0.44,Salaried,1,1,600038,Yes,No
42,213543,639,599332,22,0.15,Self-Employed,2,2,402087,Yes,Yes
24,198927,740,527603,0,0.05,Self-Employed,2,0,183918,Yes,Yes
25,67086,525,879241,0,0.6,Business,5,2,850561,Yes,No
57,167979,670,738659,29,0.29,Self-Employed,4,0,835595,No,Yes
61,220767,327,915679,36,0.25,Contract,2,1,62273,Yes,Yes
33,197559,315,257835,10,0.57,Self-Employed,3,4,441854,No,No
54,178230,576,243719,34,0.66,Contract,4,4,726757,No,No
65,169365,632,254636,40,0.54,Contract,4,0,325098,No,No
42,194833,782,394625,16,0.16,Business,3,3,935605,Yes,Yes
43,117468,587,345001,19,0.3,Contract,2,0,598612,Yes,Yes
23,51387,413,88503,0,0.54,Self-Employed,1,0,444065,Yes,Yes
62,189822,337,246289,33,0.64,Contract,4,1,560855,Yes,Yes
54,86602,753,731342,27,0.7,Salaried,1,2,751730,Yes,Yes
52,170328,465,308416,32,0.38,Contract,1,3,540415,Yes,Yes
65,249713,504,937881,38,0.58,Self-Employed,1,0,125376,Yes,Yes
41,154666,544,510044,20,0.08,Business,5,1,168667,Yes,Yes
64,20460,632,365406,40,0.24,Self-Employed,1,3,93318,Yes,No
41,90356,695,991384,14,0.29,Self-Employed,3,4,418806,Yes,Yes
64,72698,806,934506,40,0.68,Self-Employed,0,4,232805,Yes,Yes
31,119746,420,843991,4,0.05,Salaried,2,1,568965,No,Yes
59,34191,558,610837,35,0.25,Business,0,3,93764,No,No
24,102631,709,693043,0,0.65,Salaried,5,2,421643,Yes,Yes
21,28529,609,954625,0,0.25,Contract,0,1,286357,Yes,No
48,50175,367,347303,21,0.2,Contract,4,2,588397,No,Yes
44,35675,413,755730,16,0.52,Salaried,0,0,243153,Yes,No
55,192230,519,633577,29,0.53,Business,0,2,539028,No,Yes
33,64798,519,792435,6,0.36,Contract,3,1,211601,No,No
54,88910,772,128740,29,0.67,Business,1,3,752077,Yes,Yes
31,148400,685,314396,3,0.18,Salaried,0,2,350066,No,Yes
56,175048,597,807555,35,0.64,Contract,0,0,254126,Yes,Yes
37,212188,552,715226,15,0.54,Salaried,5,3,480096,Yes,Yes
55,96678,704,951895,34,0.29,Contract,4,4,142798,No,Yes
38,80821,791,833416,13,0.57,Self-Employed,2,4,863978,Yes,Yes
60,30204,656,219069,38,0.14,Business,4,3,323566,Yes,Yes
42,204737,727,177661,22,0.14,Salaried,2,1,680450,No,Yes
44,25394,514,831807,21,0.65,Self-Employed,2,2,685145,Yes,No
39,82814,679,699933,15,0.11,Salaried,2,2,973915,No,Yes
57,51593,513,57553,34,0.05,Salaried,3,3,107397,No,Yes
59,191036,397,738191,34,0.3,Business,3,2,433441,Yes,Yes
41,226260,827,117323,19,0.12,Salaried,1,4,651138,Yes,Yes
28,133064,827,827139,0,0.61,Business,2,3,950236,No,Yes
48,248348,834,431888,23,0.65,Salaried,3,2,569544,No,Yes
25,71365,848,94810,0,0.36,Contract,3,0,676311,No,Yes
37,149515,627,418517,17,0.33,Self-Employed,5,1,179826,Yes,Yes
57,238511,464,108719,32,0.4,Contract,5,0,86150,Yes,Yes
56,248130,415,979230,29,0.2,Business,5,0,388859,No,Yes
39,177252,449,512667,10,0.24,Business,0,2,768526,No,Yes
47,197863,817,490639,20,0.12,Self-Employed,2,3,508051,Yes,Yes
54,235727,331,292020,34,0.34,Business,4,4,699085,No,Yes
31,224971,592,443308,5,0.45,Contract,5,3,593981,Yes,Yes
65,192737,476,781830,36,0.65,Self-Employed,0,2,719446,Yes,Yes
32,121700,360,866427,3,0.53,Business,3,2,248484,Yes,Yes
41,115077,715,803365,18,0.52,Business,3,4,195004,Yes,Yes
31,152537,682,768317,6,0.25,Business,3,0,964219,Yes,Yes
59,86247,306,707037,34,0.63,Business,3,0,712542,Yes,No
48,200631,384,930210,24,0.67,Salaried,4,3,18673,No,No
25,174270,697,858324,0,0.66,Salaried,1,1,704933,No,Yes
37,72740,692,989618,9,0.08,Salaried,1,2,516048,Yes,Yes
40,171560,346,77057,11,0.44,Business,2,4,845845,Yes,Yes
61,187587,640,243637,34,0.47,Salaried,5,3,377186,No,No
32,238216,797,824984,7,0.24,Business,3,4,702095,Yes,Yes
26,45898,777,690377,3,0.7,Contract,2,0,64170,No,No
37,150991,725,559510,14,0.24,Business,4,0,192153,Yes,Yes
39,199142,725,946884,11,0.19,Self-Employed,2,3,794510,Yes,Yes
46,80613,814,110753,23,0.36,Self-Employed,1,1,68550,Yes,Yes
64,114707,428,749391,38,0.26,Self-Employed,1,0,677085,Yes,Yes
